"etapa";"grid";"nombre";"telefono";"direccion";"provincia";"ciudad";"barrio";"visitas_realizadas";"visita_efectiva";"saliente_efectivo";"sticker_efectivo";"motivo_de_rechazo";"comentarios";"foto1";"foto2";"fecha"
81;HTK7FI;"Armando Medialunas  Tejas";5493516789207;"Bolivia 279, X5000CJE Córdoba -";Córdoba;Córdoba;"Nueva Córdoba";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113576_69ee2d8c46da7.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113576_69ee2d8c4730d.jpg"")";2026-04-26
81;HTZ8IR;"Don Gregorio - Córdoba";5493515387253;"Dr.Arturo Capdevila 1162 Rejas negras,entre óptica y hambugueseria, X5012 Córdoba, Argentina -";Córdoba;Córdoba;"Ampliación Residencial América";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113577_69ee2f0bcf4f4.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113577_69ee2f0bcfd41.jpg"")";2026-04-26
81;4MC4YO;"Sos Lomos Recta";5493516512528;"8611 Av. Recta Martinolli -";Córdoba;Córdoba;Argüello;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113578_69ee25e781678.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113578_69ee25e781e47.jpg"")";2026-04-26
81;HTK6FZ;Bacon-;5493513429204;"Av. Sagrada Familia 902";Córdoba;Córdoba;"Las Rosas";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113579_69ee27fd786f3.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113579_69ee27fd78b79.jpg"")";2026-04-26
81;HTGVOT;"El Sandwich Del Centro -";5493513351793;"Entre Ríos 617, X5000 Córdoba, Argentina -";Córdoba;Córdoba;Centro;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113580_69ee2bdeaf015.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113580_69ee2bdeaf7bd.jpg"")";2026-04-26
81;HTLMXZ;"Mv Cocina";5493516683384;"Pje. la Plaza 2740 -";Córdoba;Córdoba;"Hogar Propio";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113581_69ee34c9e3a24.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113581_69ee34c9e40b3.jpg"")";2026-04-26
81;HTK7RK;Rag3;5493516117570;"Bernardo O'Higgins 3026, X5000 Córdoba, Argentina -";Córdoba;Córdoba;"Santa Rita";1;NO;NO;NO;"NO HACEN PUBLICIDAD";;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113582_69ee35a0e9040.jpg"")";;2026-04-26
81;4MMALO;"Debarrrio - Armada Argentina";5493517664198;"Armada Argentina 271 -";Córdoba;Córdoba;"Las Flores";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113583_69ee36edbbe9e.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113583_69ee36edbc52b.jpg"")";2026-04-26
81;HTK21U;"El Fortin Del Sabor";5493512056316;"Sol de Mayo 1420, X5010 Córdoba, Argentina -";Córdoba;Córdoba;"Carola Lorenzini";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113584_69ee378d20119.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113584_69ee378d20378.jpg"")";2026-04-26
81;HTKER2;Panchitto's;5493513133183;"Av. Rancagua 2536, X5012IXT Córdoba -";Córdoba;Córdoba;"Nueva Italia";1;NO;;;"NO SE PUDO CONTACTAR/ NO SE ENCONTRÓ EL LOCAL";;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113585_69ee2f2a406b3.jpg"")";;2026-04-26
81;HTL7GL;"Al Buche - Centro";5493513229293;"139 Ayacucho -";Córdoba;Córdoba;Centro;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113586_69ee2b0f68131.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113586_69ee2b0f68605.jpg"")";2026-04-26
81;HT64GF;"Pizzato 692";5491170833899;"Brasil 149 6A , X5000 Córdoba, Argentina -";Córdoba;Córdoba;"Nueva Córdoba";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113587_69ee2d3caeacd.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113587_69ee2d3caeedc.jpg"")";2026-04-26
81;HTHN5D;100x100lomo;5493513753075;"Av. Duarte Quir?s 3441, X5000 C?rdoba, Argentina -";Córdoba;Córdoba;Tranviarios;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113588_69ee2837997e2.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113588_69ee283799fd3.jpg"")";2026-04-26
81;HTHJ4P;Gadael;5493517532699;"Unión 914, X5001 Córdoba, Argentina -";Córdoba;Córdoba;"General Bustos";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113589_69ee2fa489779.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113589_69ee2fa489b82.jpg"")";2026-04-26
